,size,isdir,mode,mtime,ctime,atime,exe,file_full,filename,method
line721,59435481,FALSE,666,3/1/2019 21:01,3/18/2019 11:20,3/18/2019 11:20,no,02_04/20190219_721.raw,20190219_721,20190204_PAL_filtrate_DDA_IL.meth
line722,76965930,FALSE,666,3/1/2019 21:21,3/18/2019 11:20,3/18/2019 11:20,no,02_04/20190219_722.raw,20190219_722,20190204_PAL_filtrate_DIA.meth
line723,59235700,FALSE,666,3/1/2019 21:41,3/18/2019 11:20,3/18/2019 11:20,no,02_04/20190219_723.raw,20190219_723,20190204_PAL_filtrate_DDA_IL.meth
line724,77463980,FALSE,666,3/1/2019 22:01,3/18/2019 11:20,3/18/2019 11:20,no,02_04/20190219_724.raw,20190219_724,20190204_PAL_filtrate_DIA.meth
line725,59571254,FALSE,666,3/1/2019 22:21,3/18/2019 11:20,3/18/2019 11:20,no,02_04/20190219_725.raw,20190219_725,20190204_PAL_filtrate_DDA_IL.meth
line726,78829021,FALSE,666,3/1/2019 22:41,3/18/2019 11:20,3/18/2019 11:20,no,02_04/20190219_726.raw,20190219_726,20190204_PAL_filtrate_DIA.meth
line727,60661409,FALSE,666,3/1/2019 23:01,3/18/2019 11:20,3/18/2019 11:20,no,02_04/20190219_727.raw,20190219_727,20190204_PAL_filtrate_DDA_IL.meth
line728,79694418,FALSE,666,3/1/2019 23:22,3/18/2019 11:20,3/18/2019 11:20,no,02_04/20190219_728.raw,20190219_728,20190204_PAL_filtrate_DIA.meth
line729,60843100,FALSE,666,3/1/2019 23:42,3/18/2019 11:20,3/18/2019 11:20,no,02_04/20190219_729.raw,20190219_729,20190204_PAL_filtrate_DDA_IL.meth
line730,80001905,FALSE,666,3/2/2019 0:02,3/18/2019 11:21,3/18/2019 11:21,no,02_04/20190219_730.raw,20190219_730,20190204_PAL_filtrate_DIA.meth
line731,60721417,FALSE,666,3/2/2019 0:22,3/18/2019 11:21,3/18/2019 11:21,no,02_04/20190219_731.raw,20190219_731,20190204_PAL_filtrate_DDA_IL.meth
line732,80171484,FALSE,666,3/2/2019 0:42,3/18/2019 11:21,3/18/2019 11:21,no,02_04/20190219_732.raw,20190219_732,20190204_PAL_filtrate_DIA.meth
line733,61552718,FALSE,666,3/2/2019 1:02,3/18/2019 11:21,3/18/2019 11:21,no,02_04/20190219_733.raw,20190219_733,20190204_PAL_filtrate_DDA_IL.meth
line734,81542719,FALSE,666,3/2/2019 1:22,3/18/2019 11:21,3/18/2019 11:21,no,02_04/20190219_734.raw,20190219_734,20190204_PAL_filtrate_DIA.meth
line735,61048246,FALSE,666,3/2/2019 1:42,3/18/2019 11:21,3/18/2019 11:21,no,02_04/20190219_735.raw,20190219_735,20190204_PAL_filtrate_DDA_IL.meth
line736,80117167,FALSE,666,3/2/2019 2:02,3/18/2019 11:21,3/18/2019 11:21,no,02_04/20190219_736.raw,20190219_736,20190204_PAL_filtrate_DIA.meth
line737,60684840,FALSE,666,3/2/2019 2:23,3/18/2019 11:21,3/18/2019 11:21,no,02_04/20190219_737.raw,20190219_737,20190204_PAL_filtrate_DDA_IL.meth
line738,79892234,FALSE,666,3/2/2019 2:43,3/18/2019 11:21,3/18/2019 11:21,no,02_04/20190219_738.raw,20190219_738,20190204_PAL_filtrate_DIA.meth
line739,59823120,FALSE,666,3/2/2019 3:03,3/18/2019 11:21,3/18/2019 11:21,no,02_04/20190219_739.raw,20190219_739,20190204_PAL_filtrate_DDA_IL.meth
line740,79904858,FALSE,666,3/2/2019 3:23,3/18/2019 11:21,3/18/2019 11:21,no,02_04/20190219_740.raw,20190219_740,20190204_PAL_filtrate_DIA.meth
line741,76490826,FALSE,666,3/2/2019 3:43,3/18/2019 11:21,3/18/2019 11:21,no,02_04/20190219_741.raw,20190219_741,20190204_PAL_blank_DIA.meth
line742,78010241,FALSE,666,3/2/2019 4:03,3/18/2019 11:21,3/18/2019 11:21,no,02_04/20190219_742.raw,20190219_742,20190204_PAL_filtrate_DIA.meth
line743,59311441,FALSE,666,3/2/2019 4:23,3/18/2019 11:21,3/18/2019 11:21,no,02_04/20190219_743.raw,20190219_743,20190204_PAL_filtrate_DDA_IL.meth
line744,78160304,FALSE,666,3/2/2019 4:43,3/18/2019 11:21,3/18/2019 11:21,no,02_04/20190219_744.raw,20190219_744,20190204_PAL_filtrate_DIA.meth
line745,58611490,FALSE,666,3/2/2019 5:03,3/18/2019 11:21,3/18/2019 11:21,no,02_04/20190219_745.raw,20190219_745,20190204_PAL_filtrate_DDA_IL.meth
line746,77297124,FALSE,666,3/2/2019 5:24,3/18/2019 11:21,3/18/2019 11:21,no,02_04/20190219_746.raw,20190219_746,20190204_PAL_filtrate_DIA.meth
line747,58247640,FALSE,666,3/2/2019 5:44,3/18/2019 11:21,3/18/2019 11:21,no,02_04/20190219_747.raw,20190219_747,20190204_PAL_filtrate_DDA_IL.meth
line748,77051598,FALSE,666,3/2/2019 6:04,3/18/2019 11:21,3/18/2019 11:21,no,02_04/20190219_748.raw,20190219_748,20190204_PAL_filtrate_DIA.meth
line749,58920923,FALSE,666,3/2/2019 6:24,3/18/2019 11:21,3/18/2019 11:21,no,02_04/20190219_749.raw,20190219_749,20190204_PAL_filtrate_DDA_IL.meth
line750,79466333,FALSE,666,3/2/2019 6:44,3/18/2019 11:21,3/18/2019 11:21,no,02_04/20190219_750.raw,20190219_750,20190204_PAL_filtrate_DIA.meth
line751,59855454,FALSE,666,3/2/2019 7:04,3/18/2019 11:21,3/18/2019 11:21,no,02_04/20190219_751.raw,20190219_751,20190204_PAL_filtrate_DDA_IL.meth
line752,79957556,FALSE,666,3/2/2019 7:24,3/18/2019 11:21,3/18/2019 11:21,no,02_04/20190219_752.raw,20190219_752,20190204_PAL_filtrate_DIA.meth
line753,59558487,FALSE,666,3/2/2019 7:44,3/18/2019 11:21,3/18/2019 11:21,no,02_04/20190219_753.raw,20190219_753,20190204_PAL_filtrate_DDA_IL.meth
line754,78251046,FALSE,666,3/2/2019 8:04,3/18/2019 11:21,3/18/2019 11:21,no,02_04/20190219_754.raw,20190219_754,20190204_PAL_filtrate_DIA.meth
line755,59391652,FALSE,666,3/2/2019 8:25,3/18/2019 11:21,3/18/2019 11:21,no,02_04/20190219_755.raw,20190219_755,20190204_PAL_filtrate_DDA_IL.meth
line756,78308118,FALSE,666,3/2/2019 8:45,3/18/2019 11:21,3/18/2019 11:21,no,02_04/20190219_756.raw,20190219_756,20190204_PAL_filtrate_DIA.meth
line757,57079269,FALSE,666,3/2/2019 9:05,3/18/2019 11:21,3/18/2019 11:21,no,02_04/20190219_757.raw,20190219_757,20190204_PAL_filtrate_DDA_IL.meth
line758,74627644,FALSE,666,3/2/2019 9:25,3/18/2019 11:21,3/18/2019 11:21,no,02_04/20190219_758.raw,20190219_758,20190204_PAL_filtrate_DIA.meth
line759,56951850,FALSE,666,3/2/2019 9:45,3/18/2019 11:21,3/18/2019 11:21,no,02_04/20190219_759.raw,20190219_759,20190204_PAL_filtrate_DDA_IL.meth
line760,76186078,FALSE,666,3/2/2019 10:05,3/18/2019 11:21,3/18/2019 11:21,no,02_04/20190219_760.raw,20190219_760,20190204_PAL_filtrate_DIA.meth
line761,58185402,FALSE,666,3/2/2019 10:25,3/18/2019 11:21,3/18/2019 11:21,no,02_04/20190219_761.raw,20190219_761,20190204_PAL_filtrate_DDA_IL.meth
line762,76862342,FALSE,666,3/2/2019 10:45,3/18/2019 11:21,3/18/2019 11:21,no,02_04/20190219_762.raw,20190219_762,20190204_PAL_filtrate_DIA.meth
line763,58823027,FALSE,666,3/2/2019 11:06,3/18/2019 11:21,3/18/2019 11:21,no,02_04/20190219_763.raw,20190219_763,20190204_PAL_filtrate_DDA_IL.meth
line764,76730201,FALSE,666,3/2/2019 11:26,3/18/2019 11:21,3/18/2019 11:21,no,02_04/20190219_764.raw,20190219_764,20190204_PAL_filtrate_DIA.meth
line765,58504288,FALSE,666,3/2/2019 11:46,3/18/2019 11:21,3/18/2019 11:21,no,02_04/20190219_765.raw,20190219_765,20190204_PAL_filtrate_DDA_IL.meth
line766,76729239,FALSE,666,3/2/2019 12:06,3/18/2019 11:21,3/18/2019 11:21,no,02_04/20190219_766.raw,20190219_766,20190204_PAL_filtrate_DIA.meth
line767,58374733,FALSE,666,3/2/2019 12:26,3/18/2019 11:21,3/18/2019 11:21,no,02_04/20190219_767.raw,20190219_767,20190204_PAL_filtrate_DDA_IL.meth
line768,57135628,FALSE,666,3/2/2019 12:47,3/18/2019 11:21,3/18/2019 11:21,no,02_04/20190219_768.raw,20190219_768,20190204_PAL_filtrate_spike_DDA.meth
line769,58446051,FALSE,666,3/2/2019 13:07,3/18/2019 11:21,3/18/2019 11:21,no,02_04/20190219_769.raw,20190219_769,20190204_PAL_filtrate_DDA_IL.meth
line770,76164394,FALSE,666,3/2/2019 13:27,3/18/2019 11:21,3/18/2019 11:21,no,02_04/20190219_770.raw,20190219_770,20190204_PAL_filtrate_DIA.meth
line771,57925101,FALSE,666,3/2/2019 13:47,3/18/2019 11:21,3/18/2019 11:21,no,02_04/20190219_771.raw,20190219_771,20190204_PAL_filtrate_DDA_IL.meth
line772,76164814,FALSE,666,3/2/2019 14:07,3/18/2019 11:21,3/18/2019 11:21,no,02_04/20190219_772.raw,20190219_772,20190204_PAL_filtrate_DIA.meth
line773,58460953,FALSE,666,3/2/2019 14:27,3/18/2019 11:21,3/18/2019 11:21,no,02_04/20190219_773.raw,20190219_773,20190204_PAL_filtrate_DDA_IL.meth
line774,76893351,FALSE,666,3/2/2019 14:48,3/18/2019 11:21,3/18/2019 11:21,no,02_04/20190219_774.raw,20190219_774,20190204_PAL_filtrate_DIA.meth
line775,58555165,FALSE,666,3/2/2019 15:08,3/18/2019 11:21,3/18/2019 11:21,no,02_04/20190219_775.raw,20190219_775,20190204_PAL_filtrate_DDA_IL.meth
line776,76064308,FALSE,666,3/2/2019 15:28,3/18/2019 11:21,3/18/2019 11:21,no,02_04/20190219_776.raw,20190219_776,20190204_PAL_filtrate_DIA.meth
line777,58367024,FALSE,666,3/2/2019 15:48,3/18/2019 11:21,3/18/2019 11:21,no,02_04/20190219_777.raw,20190219_777,20190204_PAL_filtrate_DDA_IL.meth
line778,75817360,FALSE,666,3/2/2019 16:08,3/18/2019 11:21,3/18/2019 11:21,no,02_04/20190219_778.raw,20190219_778,20190204_PAL_filtrate_DIA.meth
line779,58319025,FALSE,666,3/2/2019 16:28,3/18/2019 11:21,3/18/2019 11:21,no,02_04/20190219_779.raw,20190219_779,20190204_PAL_filtrate_DDA_IL.meth
line780,76806550,FALSE,666,3/2/2019 16:48,3/18/2019 11:21,3/18/2019 11:21,no,02_04/20190219_780.raw,20190219_780,20190204_PAL_filtrate_DIA.meth
line781,59054579,FALSE,666,3/2/2019 17:08,3/18/2019 11:21,3/18/2019 11:21,no,02_04/20190219_781.raw,20190219_781,20190204_PAL_filtrate_DDA_IL.meth
line782,76797442,FALSE,666,3/2/2019 17:29,3/18/2019 11:21,3/18/2019 11:21,no,02_04/20190219_782.raw,20190219_782,20190204_PAL_filtrate_DIA.meth
line783,58090513,FALSE,666,3/2/2019 17:49,3/18/2019 11:21,3/18/2019 11:21,no,02_04/20190219_783.raw,20190219_783,20190204_PAL_filtrate_DDA_IL.meth
line784,76301302,FALSE,666,3/2/2019 18:09,3/18/2019 11:21,3/18/2019 11:21,no,02_04/20190219_784.raw,20190219_784,20190204_PAL_filtrate_DIA.meth
line785,58774310,FALSE,666,3/2/2019 18:29,3/18/2019 11:21,3/18/2019 11:21,no,02_04/20190219_785.raw,20190219_785,20190204_PAL_filtrate_DDA_IL.meth
line786,77366568,FALSE,666,3/2/2019 18:49,3/18/2019 11:21,3/18/2019 11:21,no,02_04/20190219_786.raw,20190219_786,20190204_PAL_filtrate_DIA.meth
line787,58585228,FALSE,666,3/2/2019 19:09,3/18/2019 11:21,3/18/2019 11:21,no,02_04/20190219_787.raw,20190219_787,20190204_PAL_filtrate_DDA_IL.meth
line788,76743891,FALSE,666,3/2/2019 19:29,3/18/2019 11:21,3/18/2019 11:21,no,02_04/20190219_788.raw,20190219_788,20190204_PAL_filtrate_DIA.meth
line789,59256480,FALSE,666,3/2/2019 19:49,3/18/2019 11:21,3/18/2019 11:21,no,02_04/20190219_789.raw,20190219_789,20190204_PAL_filtrate_DDA_IL.meth
line790,76499778,FALSE,666,3/2/2019 20:10,3/18/2019 11:21,3/18/2019 11:21,no,02_04/20190219_790.raw,20190219_790,20190204_PAL_filtrate_DIA.meth
line791,59232655,FALSE,666,3/2/2019 20:30,3/18/2019 11:21,3/18/2019 11:21,no,02_04/20190219_791.raw,20190219_791,20190204_PAL_filtrate_DDA_IL.meth
line792,76022201,FALSE,666,3/2/2019 20:50,3/18/2019 11:21,3/18/2019 11:21,no,02_04/20190219_792.raw,20190219_792,20190204_PAL_filtrate_DIA.meth
line793,59042313,FALSE,666,3/2/2019 21:10,3/18/2019 11:21,3/18/2019 11:21,no,02_04/20190219_793.raw,20190219_793,20190204_PAL_filtrate_DDA_IL.meth
line794,75355082,FALSE,666,3/2/2019 21:30,3/18/2019 11:21,3/18/2019 11:21,no,02_04/20190219_794.raw,20190219_794,20190204_PAL_filtrate_DIA.meth
line795,58110588,FALSE,666,3/2/2019 21:50,3/18/2019 11:21,3/18/2019 11:21,no,02_04/20190219_795.raw,20190219_795,20190204_PAL_filtrate_DDA_IL.meth
line796,77115271,FALSE,666,3/2/2019 22:10,3/18/2019 11:21,3/18/2019 11:21,no,02_04/20190219_796.raw,20190219_796,20190204_PAL_filtrate_DIA.meth
line797,59995381,FALSE,666,3/2/2019 22:30,3/18/2019 11:21,3/18/2019 11:21,no,02_04/20190219_797.raw,20190219_797,20190204_PAL_filtrate_DDA_IL.meth
line798,77558998,FALSE,666,3/2/2019 22:51,3/18/2019 11:21,3/18/2019 11:21,no,02_04/20190219_798.raw,20190219_798,20190204_PAL_filtrate_DIA.meth
line799,60257660,FALSE,666,3/2/2019 23:11,3/18/2019 11:21,3/18/2019 11:21,no,02_04/20190219_799.raw,20190219_799,20190204_PAL_filtrate_DDA_IL.meth
line800,78061093,FALSE,666,3/2/2019 23:31,3/18/2019 11:21,3/18/2019 11:21,no,02_04/20190219_800.raw,20190219_800,20190204_PAL_filtrate_DIA.meth
line801,60238750,FALSE,666,3/2/2019 23:51,3/18/2019 11:21,3/18/2019 11:21,no,02_04/20190219_801.raw,20190219_801,20190204_PAL_filtrate_DDA_IL.meth
line802,76040051,FALSE,666,3/3/2019 0:11,3/18/2019 11:21,3/18/2019 11:21,no,02_04/20190219_802.raw,20190219_802,20190204_PAL_blank_DIA.meth
line803,60078212,FALSE,666,3/3/2019 0:31,3/18/2019 11:21,3/18/2019 11:21,no,02_04/20190219_803.raw,20190219_803,20190204_PAL_filtrate_DDA_IL.meth
line804,78419376,FALSE,666,3/3/2019 0:51,3/18/2019 11:21,3/18/2019 11:21,no,02_04/20190219_804.raw,20190219_804,20190204_PAL_filtrate_DIA.meth
line805,60783669,FALSE,666,3/3/2019 1:11,3/18/2019 11:21,3/18/2019 11:21,no,02_04/20190219_805.raw,20190219_805,20190204_PAL_filtrate_DDA_IL.meth
line806,78782518,FALSE,666,3/3/2019 1:31,3/18/2019 11:21,3/18/2019 11:21,no,02_04/20190219_806.raw,20190219_806,20190204_PAL_filtrate_DIA.meth
line807,60454405,FALSE,666,3/3/2019 1:52,3/18/2019 11:21,3/18/2019 11:21,no,02_04/20190219_807.raw,20190219_807,20190204_PAL_filtrate_DDA_IL.meth
line808,78919827,FALSE,666,3/3/2019 2:12,3/18/2019 11:21,3/18/2019 11:21,no,02_04/20190219_808.raw,20190219_808,20190204_PAL_filtrate_DIA.meth
line809,60986346,FALSE,666,3/3/2019 2:32,3/18/2019 11:21,3/18/2019 11:21,no,02_04/20190219_809.raw,20190219_809,20190204_PAL_filtrate_DDA_IL.meth
line810,79317001,FALSE,666,3/3/2019 2:52,3/18/2019 11:21,3/18/2019 11:21,no,02_04/20190219_810.raw,20190219_810,20190204_PAL_filtrate_DIA.meth
line811,60073107,FALSE,666,3/3/2019 3:12,3/18/2019 11:21,3/18/2019 11:21,no,02_04/20190219_811.raw,20190219_811,20190204_PAL_filtrate_DDA_IL.meth
line812,79194465,FALSE,666,3/3/2019 3:32,3/18/2019 11:21,3/18/2019 11:21,no,02_04/20190219_812.raw,20190219_812,20190204_PAL_filtrate_DIA.meth
line813,60235675,FALSE,666,3/3/2019 3:52,3/18/2019 11:21,3/18/2019 11:21,no,02_04/20190219_813.raw,20190219_813,20190204_PAL_filtrate_DDA_IL.meth
line814,79401533,FALSE,666,3/3/2019 4:12,3/18/2019 11:21,3/18/2019 11:21,no,02_04/20190219_814.raw,20190219_814,20190204_PAL_filtrate_DIA.meth
line815,59202673,FALSE,666,3/3/2019 4:33,3/18/2019 11:21,3/18/2019 11:21,no,02_04/20190219_815.raw,20190219_815,20190204_PAL_filtrate_DDA_IL.meth
line816,78833068,FALSE,666,3/3/2019 4:53,3/18/2019 11:21,3/18/2019 11:21,no,02_04/20190219_816.raw,20190219_816,20190204_PAL_filtrate_DIA.meth
line817,57792291,FALSE,666,3/3/2019 5:13,3/18/2019 11:21,3/18/2019 11:21,no,02_04/20190219_817.raw,20190219_817,20190204_PAL_filtrate_DDA_IL.meth
line818,79544059,FALSE,666,3/3/2019 5:33,3/18/2019 11:21,3/18/2019 11:21,no,02_04/20190219_818.raw,20190219_818,20190204_PAL_filtrate_DIA.meth
line819,58614330,FALSE,666,3/3/2019 5:53,3/18/2019 11:21,3/18/2019 11:21,no,02_04/20190219_819.raw,20190219_819,20190204_PAL_filtrate_DDA_IL.meth
line820,78190490,FALSE,666,3/3/2019 6:13,3/18/2019 11:22,3/18/2019 11:22,no,02_04/20190219_820.raw,20190219_820,20190204_PAL_filtrate_DIA.meth
line821,72102189,FALSE,666,3/3/2019 6:33,3/18/2019 11:22,3/18/2019 11:22,no,02_04/20190219_821.raw,20190219_821,20190204_PAL_blank_DIA.meth
line822,77820744,FALSE,666,3/3/2019 6:53,3/18/2019 11:22,3/18/2019 11:22,no,02_04/20190219_822.raw,20190219_822,20190204_PAL_filtrate_DIA.meth
line823,57975680,FALSE,666,3/3/2019 7:13,3/18/2019 11:22,3/18/2019 11:22,no,02_04/20190219_823.raw,20190219_823,20190204_PAL_filtrate_DDA_IL.meth
line824,77543847,FALSE,666,3/3/2019 7:34,3/18/2019 11:22,3/18/2019 11:22,no,02_04/20190219_824.raw,20190219_824,20190204_PAL_filtrate_DIA.meth
line825,57833019,FALSE,666,3/3/2019 7:54,3/18/2019 11:22,3/18/2019 11:22,no,02_04/20190219_825.raw,20190219_825,20190204_PAL_filtrate_DDA_IL.meth
line826,76515172,FALSE,666,3/3/2019 8:14,3/18/2019 11:22,3/18/2019 11:22,no,02_04/20190219_826.raw,20190219_826,20190204_PAL_filtrate_DIA.meth
line827,57421773,FALSE,666,3/3/2019 8:34,3/18/2019 11:22,3/18/2019 11:22,no,02_04/20190219_827.raw,20190219_827,20190204_PAL_filtrate_DDA_IL.meth
line828,75901887,FALSE,666,3/3/2019 8:54,3/18/2019 11:22,3/18/2019 11:22,no,02_04/20190219_828.raw,20190219_828,20190204_PAL_filtrate_DIA.meth
line829,57490543,FALSE,666,3/3/2019 9:14,3/18/2019 11:22,3/18/2019 11:22,no,02_04/20190219_829.raw,20190219_829,20190204_PAL_filtrate_DDA_IL.meth
line830,75906745,FALSE,666,3/3/2019 9:34,3/18/2019 11:22,3/18/2019 11:22,no,02_04/20190219_830.raw,20190219_830,20190204_PAL_filtrate_DIA.meth
line831,56906662,FALSE,666,3/3/2019 9:54,3/18/2019 11:22,3/18/2019 11:22,no,02_04/20190219_831.raw,20190219_831,20190204_PAL_filtrate_DDA_IL.meth
line832,75723632,FALSE,666,3/3/2019 10:15,3/18/2019 11:22,3/18/2019 11:22,no,02_04/20190219_832.raw,20190219_832,20190204_PAL_filtrate_DIA.meth
line833,57669892,FALSE,666,3/3/2019 10:35,3/18/2019 11:22,3/18/2019 11:22,no,02_04/20190219_833.raw,20190219_833,20190204_PAL_filtrate_DDA_IL.meth
line834,75341915,FALSE,666,3/3/2019 10:55,3/18/2019 11:22,3/18/2019 11:22,no,02_04/20190219_834.raw,20190219_834,20190204_PAL_filtrate_DIA.meth
line835,57239319,FALSE,666,3/3/2019 11:15,3/18/2019 11:22,3/18/2019 11:22,no,02_04/20190219_835.raw,20190219_835,20190204_PAL_filtrate_DDA_IL.meth
line836,74289135,FALSE,666,3/3/2019 11:35,3/18/2019 11:22,3/18/2019 11:22,no,02_04/20190219_836.raw,20190219_836,20190204_PAL_filtrate_DIA.meth
line837,57326443,FALSE,666,3/3/2019 11:55,3/18/2019 11:22,3/18/2019 11:22,no,02_04/20190219_837.raw,20190219_837,20190204_PAL_filtrate_DDA_IL.meth
line838,74985099,FALSE,666,3/3/2019 12:15,3/18/2019 11:22,3/18/2019 11:22,no,02_04/20190219_838.raw,20190219_838,20190204_PAL_filtrate_DIA.meth
line839,57271451,FALSE,666,3/3/2019 12:35,3/18/2019 11:22,3/18/2019 11:22,no,02_04/20190219_839.raw,20190219_839,20190204_PAL_filtrate_DDA_IL.meth
line840,76002355,FALSE,666,3/3/2019 12:55,3/18/2019 11:22,3/18/2019 11:22,no,02_04/20190219_840.raw,20190219_840,20190204_PAL_filtrate_DIA.meth
line841,77260397,FALSE,666,3/3/2019 13:15,3/18/2019 11:22,3/18/2019 11:22,no,02_04/20190219_841.raw,20190219_841,20190204_PAL_blank_DIA.meth
line842,75078129,FALSE,666,3/3/2019 13:36,3/18/2019 11:22,3/18/2019 11:22,no,02_04/20190219_842.raw,20190219_842,20190204_PAL_filtrate_DIA.meth
line843,58053257,FALSE,666,3/3/2019 13:56,3/18/2019 11:22,3/18/2019 11:22,no,02_04/20190219_843.raw,20190219_843,20190204_PAL_filtrate_DDA_IL.meth
line844,75720070,FALSE,666,3/3/2019 14:16,3/18/2019 11:22,3/18/2019 11:22,no,02_04/20190219_844.raw,20190219_844,20190204_PAL_filtrate_DIA.meth
line845,58084549,FALSE,666,3/3/2019 14:36,3/18/2019 11:22,3/18/2019 11:22,no,02_04/20190219_845.raw,20190219_845,20190204_PAL_filtrate_DDA_IL.meth
line846,76100298,FALSE,666,3/3/2019 14:56,3/18/2019 11:22,3/18/2019 11:22,no,02_04/20190219_846.raw,20190219_846,20190204_PAL_filtrate_DIA.meth
line847,58512587,FALSE,666,3/3/2019 15:16,3/18/2019 11:22,3/18/2019 11:22,no,02_04/20190219_847.raw,20190219_847,20190204_PAL_filtrate_DDA_IL.meth
line848,75990329,FALSE,666,3/3/2019 15:36,3/18/2019 11:22,3/18/2019 11:22,no,02_04/20190219_848.raw,20190219_848,20190204_PAL_filtrate_DIA.meth
line849,58584219,FALSE,666,3/3/2019 15:56,3/18/2019 11:22,3/18/2019 11:22,no,02_04/20190219_849.raw,20190219_849,20190204_PAL_filtrate_DDA_IL.meth
line850,76467269,FALSE,666,3/3/2019 16:17,3/18/2019 11:22,3/18/2019 11:22,no,02_04/20190219_850.raw,20190219_850,20190204_PAL_filtrate_DIA.meth
line851,58523058,FALSE,666,3/3/2019 16:37,3/18/2019 11:22,3/18/2019 11:22,no,02_04/20190219_851.raw,20190219_851,20190204_PAL_filtrate_DDA_IL.meth
line852,77017654,FALSE,666,3/3/2019 16:57,3/18/2019 11:22,3/18/2019 11:22,no,02_04/20190219_852.raw,20190219_852,20190204_PAL_filtrate_DIA.meth
line853,57998412,FALSE,666,3/3/2019 17:17,3/18/2019 11:22,3/18/2019 11:22,no,02_04/20190219_853.raw,20190219_853,20190204_PAL_filtrate_DDA_IL.meth
line854,76334291,FALSE,666,3/3/2019 17:37,3/18/2019 11:22,3/18/2019 11:22,no,02_04/20190219_854.raw,20190219_854,20190204_PAL_filtrate_DIA.meth
line855,58444476,FALSE,666,3/3/2019 17:57,3/18/2019 11:22,3/18/2019 11:22,no,02_04/20190219_855.raw,20190219_855,20190204_PAL_filtrate_DDA_IL.meth
line856,76676282,FALSE,666,3/3/2019 18:17,3/18/2019 11:22,3/18/2019 11:22,no,02_04/20190219_856.raw,20190219_856,20190204_PAL_filtrate_DIA.meth
line857,58309409,FALSE,666,3/3/2019 18:37,3/18/2019 11:22,3/18/2019 11:22,no,02_04/20190219_857.raw,20190219_857,20190204_PAL_filtrate_DDA_IL.meth
line858,76162341,FALSE,666,3/3/2019 18:58,3/18/2019 11:22,3/18/2019 11:22,no,02_04/20190219_858.raw,20190219_858,20190204_PAL_filtrate_DIA.meth
line859,58325396,FALSE,666,3/3/2019 19:18,3/18/2019 11:22,3/18/2019 11:22,no,02_04/20190219_859.raw,20190219_859,20190204_PAL_filtrate_DDA_IL.meth
line860,76090674,FALSE,666,3/3/2019 19:38,3/18/2019 11:22,3/18/2019 11:22,no,02_04/20190219_860.raw,20190219_860,20190204_PAL_filtrate_DIA.meth
line861,57983772,FALSE,666,3/3/2019 19:58,3/18/2019 11:22,3/18/2019 11:22,no,02_04/20190219_861.raw,20190219_861,20190204_PAL_filtrate_DDA_IL.meth
line862,76045364,FALSE,666,3/3/2019 20:18,3/18/2019 11:22,3/18/2019 11:22,no,02_04/20190219_862.raw,20190219_862,20190204_PAL_filtrate_DIA.meth
line863,59121267,FALSE,666,3/3/2019 20:38,3/18/2019 11:22,3/18/2019 11:22,no,02_04/20190219_863.raw,20190219_863,20190204_PAL_filtrate_DDA_IL.meth
line864,77297254,FALSE,666,3/3/2019 20:58,3/18/2019 11:22,3/18/2019 11:22,no,02_04/20190219_864.raw,20190219_864,20190204_PAL_filtrate_DIA.meth
line865,58760004,FALSE,666,3/3/2019 21:18,3/18/2019 11:22,3/18/2019 11:22,no,02_04/20190219_865.raw,20190219_865,20190204_PAL_filtrate_DDA_IL.meth
line866,77456765,FALSE,666,3/3/2019 21:39,3/18/2019 11:22,3/18/2019 11:22,no,02_04/20190219_866.raw,20190219_866,20190204_PAL_filtrate_DIA.meth
line867,59109620,FALSE,666,3/3/2019 21:59,3/18/2019 11:22,3/18/2019 11:22,no,02_04/20190219_867.raw,20190219_867,20190204_PAL_filtrate_DDA_IL.meth
line868,57976172,FALSE,666,3/3/2019 22:20,3/18/2019 11:22,3/18/2019 11:22,no,02_04/20190219_868.raw,20190219_868,20190204_PAL_filtrate_spike_DDA.meth
line869,59604659,FALSE,666,3/3/2019 22:40,3/18/2019 11:22,3/18/2019 11:22,no,02_04/20190219_869.raw,20190219_869,20190204_PAL_filtrate_DDA_IL.meth
line870,77499827,FALSE,666,3/3/2019 23:00,3/18/2019 11:22,3/18/2019 11:22,no,02_04/20190219_870.raw,20190219_870,20190204_PAL_filtrate_DIA.meth
line871,60329336,FALSE,666,3/3/2019 23:20,3/18/2019 11:22,3/18/2019 11:22,no,02_04/20190219_871.raw,20190219_871,20190204_PAL_filtrate_DDA_IL.meth
line872,78158986,FALSE,666,3/3/2019 23:40,3/18/2019 11:22,3/18/2019 11:22,no,02_04/20190219_872.raw,20190219_872,20190204_PAL_filtrate_DIA.meth
line873,60151971,FALSE,666,3/4/2019 0:00,3/18/2019 11:22,3/18/2019 11:22,no,02_04/20190219_873.raw,20190219_873,20190204_PAL_filtrate_DDA_IL.meth
line874,78957959,FALSE,666,3/4/2019 0:20,3/18/2019 11:22,3/18/2019 11:22,no,02_04/20190219_874.raw,20190219_874,20190204_PAL_filtrate_DIA.meth
line875,60172849,FALSE,666,3/4/2019 0:41,3/18/2019 11:22,3/18/2019 11:22,no,02_04/20190219_875.raw,20190219_875,20190204_PAL_filtrate_DDA_IL.meth
line876,79679853,FALSE,666,3/4/2019 1:01,3/18/2019 11:22,3/18/2019 11:22,no,02_04/20190219_876.raw,20190219_876,20190204_PAL_filtrate_DIA.meth
