,size,isdir,mode,mtime,ctime,atime,exe,file_full,filename,method
line249,55909209,FALSE,666,2/23/2019 3:23,3/18/2019 11:26,3/18/2019 11:26,no,02_02/20190219_249.raw,20190219_249,20190204_PAL_filtrate_DDA.meth
line250,75509196,FALSE,666,2/23/2019 3:43,3/18/2019 11:26,3/18/2019 11:26,no,02_02/20190219_250.raw,20190219_250,20190204_PAL_filtrate_DIA.meth
line251,55478761,FALSE,666,2/23/2019 4:03,3/18/2019 11:26,3/18/2019 11:26,no,02_02/20190219_251.raw,20190219_251,20190204_PAL_filtrate_DDA.meth
line252,74915070,FALSE,666,2/23/2019 4:23,3/18/2019 11:26,3/18/2019 11:26,no,02_02/20190219_252.raw,20190219_252,20190204_PAL_filtrate_DIA.meth
line253,54801101,FALSE,666,2/23/2019 4:44,3/18/2019 11:26,3/18/2019 11:26,no,02_02/20190219_253.raw,20190219_253,20190204_PAL_filtrate_DDA.meth
line254,74176215,FALSE,666,2/23/2019 5:04,3/18/2019 11:26,3/18/2019 11:26,no,02_02/20190219_254.raw,20190219_254,20190204_PAL_filtrate_DIA.meth
line255,56172861,FALSE,666,2/23/2019 5:24,3/18/2019 11:26,3/18/2019 11:26,no,02_02/20190219_255.raw,20190219_255,20190204_PAL_filtrate_DDA.meth
line256,76160265,FALSE,666,2/23/2019 5:44,3/18/2019 11:26,3/18/2019 11:26,no,02_02/20190219_256.raw,20190219_256,20190204_PAL_filtrate_DIA.meth
line257,57107452,FALSE,666,2/23/2019 6:04,3/18/2019 11:26,3/18/2019 11:26,no,02_02/20190219_257.raw,20190219_257,20190204_PAL_filtrate_DDA.meth
line258,76237202,FALSE,666,2/23/2019 6:24,3/18/2019 11:26,3/18/2019 11:26,no,02_02/20190219_258.raw,20190219_258,20190204_PAL_filtrate_DIA.meth
line259,57473904,FALSE,666,2/23/2019 6:44,3/18/2019 11:26,3/18/2019 11:26,no,02_02/20190219_259.raw,20190219_259,20190204_PAL_filtrate_DDA.meth
line260,77093072,FALSE,666,2/23/2019 7:05,3/18/2019 11:26,3/18/2019 11:26,no,02_02/20190219_260.raw,20190219_260,20190204_PAL_filtrate_DIA.meth
line261,57341686,FALSE,666,2/23/2019 7:25,3/18/2019 11:26,3/18/2019 11:26,no,02_02/20190219_261.raw,20190219_261,20190204_PAL_filtrate_DDA.meth
line262,77415252,FALSE,666,2/23/2019 7:45,3/18/2019 11:26,3/18/2019 11:26,no,02_02/20190219_262.raw,20190219_262,20190204_PAL_filtrate_DIA.meth
line263,57470085,FALSE,666,2/23/2019 8:05,3/18/2019 11:26,3/18/2019 11:26,no,02_02/20190219_263.raw,20190219_263,20190204_PAL_filtrate_DDA.meth
line264,77192215,FALSE,666,2/23/2019 8:25,3/18/2019 11:26,3/18/2019 11:26,no,02_02/20190219_264.raw,20190219_264,20190204_PAL_filtrate_DIA.meth
line265,57514474,FALSE,666,2/23/2019 8:45,3/18/2019 11:26,3/18/2019 11:26,no,02_02/20190219_265.raw,20190219_265,20190204_PAL_filtrate_DDA.meth
line266,76866706,FALSE,666,2/23/2019 9:05,3/18/2019 11:26,3/18/2019 11:26,no,02_02/20190219_266.raw,20190219_266,20190204_PAL_filtrate_DIA.meth
line267,57092247,FALSE,666,2/23/2019 9:25,3/18/2019 11:26,3/18/2019 11:26,no,02_02/20190219_267.raw,20190219_267,20190204_PAL_filtrate_DDA.meth
line268,77400428,FALSE,666,2/23/2019 9:46,3/18/2019 11:26,3/18/2019 11:26,no,02_02/20190219_268.raw,20190219_268,20190204_PAL_filtrate_DIA.meth
line269,57209789,FALSE,666,2/23/2019 10:06,3/18/2019 11:26,3/18/2019 11:26,no,02_02/20190219_269.raw,20190219_269,20190204_PAL_filtrate_DDA.meth
line270,56419475,FALSE,666,2/23/2019 10:26,3/18/2019 11:26,3/18/2019 11:26,no,02_02/20190219_270.raw,20190219_270,20190204_PAL_blank_DDA.meth
line271,56665783,FALSE,666,2/23/2019 10:46,3/18/2019 11:26,3/18/2019 11:26,no,02_02/20190219_271.raw,20190219_271,20190204_PAL_filtrate_DDA.meth
line272,76384009,FALSE,666,2/23/2019 11:06,3/18/2019 11:26,3/18/2019 11:26,no,02_02/20190219_272.raw,20190219_272,20190204_PAL_filtrate_DIA.meth
line273,57242958,FALSE,666,2/23/2019 11:26,3/18/2019 11:26,3/18/2019 11:26,no,02_02/20190219_273.raw,20190219_273,20190204_PAL_filtrate_DDA.meth
line274,76530224,FALSE,666,2/23/2019 11:47,3/18/2019 11:26,3/18/2019 11:26,no,02_02/20190219_274.raw,20190219_274,20190204_PAL_filtrate_DIA.meth
line275,56967845,FALSE,666,2/23/2019 12:07,3/18/2019 11:26,3/18/2019 11:26,no,02_02/20190219_275.raw,20190219_275,20190204_PAL_filtrate_DDA.meth
line276,76217920,FALSE,666,2/23/2019 12:27,3/18/2019 11:26,3/18/2019 11:26,no,02_02/20190219_276.raw,20190219_276,20190204_PAL_filtrate_DIA.meth
line277,57220348,FALSE,666,2/23/2019 12:47,3/18/2019 11:26,3/18/2019 11:26,no,02_02/20190219_277.raw,20190219_277,20190204_PAL_filtrate_DDA.meth
line278,76383959,FALSE,666,2/23/2019 13:07,3/18/2019 11:26,3/18/2019 11:26,no,02_02/20190219_278.raw,20190219_278,20190204_PAL_filtrate_DIA.meth
line279,56551754,FALSE,666,2/23/2019 13:27,3/18/2019 11:26,3/18/2019 11:26,no,02_02/20190219_279.raw,20190219_279,20190204_PAL_filtrate_DDA.meth
line280,75312253,FALSE,666,2/23/2019 13:47,3/18/2019 11:26,3/18/2019 11:26,no,02_02/20190219_280.raw,20190219_280,20190204_PAL_filtrate_DIA.meth
line281,56821493,FALSE,666,2/23/2019 14:07,3/18/2019 11:26,3/18/2019 11:26,no,02_02/20190219_281.raw,20190219_281,20190204_PAL_filtrate_DDA.meth
line282,75489445,FALSE,666,2/23/2019 14:27,3/18/2019 11:26,3/18/2019 11:26,no,02_02/20190219_282.raw,20190219_282,20190204_PAL_filtrate_DIA.meth
line283,57068864,FALSE,666,2/23/2019 14:48,3/18/2019 11:26,3/18/2019 11:26,no,02_02/20190219_283.raw,20190219_283,20190204_PAL_filtrate_DDA.meth
line284,74935713,FALSE,666,2/23/2019 15:08,3/18/2019 11:26,3/18/2019 11:26,no,02_02/20190219_284.raw,20190219_284,20190204_PAL_filtrate_DIA.meth
line285,56455897,FALSE,666,2/23/2019 15:28,3/18/2019 11:26,3/18/2019 11:26,no,02_02/20190219_285.raw,20190219_285,20190204_PAL_filtrate_DDA.meth
line286,74775978,FALSE,666,2/23/2019 15:48,3/18/2019 11:26,3/18/2019 11:26,no,02_02/20190219_286.raw,20190219_286,20190204_PAL_filtrate_DIA.meth
line287,56235191,FALSE,666,2/23/2019 16:08,3/18/2019 11:26,3/18/2019 11:26,no,02_02/20190219_287.raw,20190219_287,20190204_PAL_filtrate_DDA.meth
line288,74903780,FALSE,666,2/23/2019 16:28,3/18/2019 11:26,3/18/2019 11:26,no,02_02/20190219_288.raw,20190219_288,20190204_PAL_filtrate_DIA.meth
line289,56276472,FALSE,666,2/23/2019 16:48,3/18/2019 11:26,3/18/2019 11:26,no,02_02/20190219_289.raw,20190219_289,20190204_PAL_filtrate_DDA.meth
line290,75282933,FALSE,666,2/23/2019 17:09,3/18/2019 11:26,3/18/2019 11:26,no,02_02/20190219_290.raw,20190219_290,20190204_PAL_filtrate_DIA.meth
line291,56311241,FALSE,666,2/23/2019 17:29,3/18/2019 11:26,3/18/2019 11:26,no,02_02/20190219_291.raw,20190219_291,20190204_PAL_filtrate_DDA.meth
line292,74467674,FALSE,666,2/23/2019 17:49,3/18/2019 11:26,3/18/2019 11:26,no,02_02/20190219_292.raw,20190219_292,20190204_PAL_filtrate_DIA.meth
line293,56128865,FALSE,666,2/23/2019 18:09,3/18/2019 11:26,3/18/2019 11:26,no,02_02/20190219_293.raw,20190219_293,20190204_PAL_filtrate_DDA.meth
line294,75189696,FALSE,666,2/23/2019 18:29,3/18/2019 11:26,3/18/2019 11:26,no,02_02/20190219_294.raw,20190219_294,20190204_PAL_filtrate_DIA.meth
line295,56742562,FALSE,666,2/23/2019 18:49,3/18/2019 11:26,3/18/2019 11:26,no,02_02/20190219_295.raw,20190219_295,20190204_PAL_filtrate_DDA.meth
line296,74950301,FALSE,666,2/23/2019 19:09,3/18/2019 11:26,3/18/2019 11:26,no,02_02/20190219_296.raw,20190219_296,20190204_PAL_filtrate_DIA.meth
line297,56445640,FALSE,666,2/23/2019 19:29,3/18/2019 11:26,3/18/2019 11:26,no,02_02/20190219_297.raw,20190219_297,20190204_PAL_filtrate_DDA.meth
line298,75350797,FALSE,666,2/23/2019 19:49,3/18/2019 11:26,3/18/2019 11:26,no,02_02/20190219_298.raw,20190219_298,20190204_PAL_filtrate_DIA.meth
line299,56316772,FALSE,666,2/23/2019 20:10,3/18/2019 11:26,3/18/2019 11:26,no,02_02/20190219_299.raw,20190219_299,20190204_PAL_filtrate_DDA.meth
line300,75490725,FALSE,666,2/23/2019 20:30,3/18/2019 11:26,3/18/2019 11:26,no,02_02/20190219_300.raw,20190219_300,20190204_PAL_filtrate_DIA.meth
line301,56959395,FALSE,666,2/23/2019 20:50,3/18/2019 11:26,3/18/2019 11:26,no,02_02/20190219_301.raw,20190219_301,20190204_PAL_filtrate_DDA.meth
line302,75791201,FALSE,666,2/23/2019 21:10,3/18/2019 11:26,3/18/2019 11:26,no,02_02/20190219_302.raw,20190219_302,20190204_PAL_filtrate_DIA.meth
line303,56742451,FALSE,666,2/23/2019 21:30,3/18/2019 11:26,3/18/2019 11:26,no,02_02/20190219_303.raw,20190219_303,20190204_PAL_filtrate_DDA.meth
line304,76083835,FALSE,666,2/23/2019 21:50,3/18/2019 11:26,3/18/2019 11:26,no,02_02/20190219_304.raw,20190219_304,20190204_PAL_filtrate_DIA.meth
line305,57787749,FALSE,666,2/23/2019 22:10,3/18/2019 11:26,3/18/2019 11:26,no,02_02/20190219_305.raw,20190219_305,20190204_PAL_filtrate_DDA.meth
line306,77188609,FALSE,666,2/23/2019 22:30,3/18/2019 11:26,3/18/2019 11:26,no,02_02/20190219_306.raw,20190219_306,20190204_PAL_filtrate_DIA.meth
line307,57740445,FALSE,666,2/23/2019 22:50,3/18/2019 11:26,3/18/2019 11:26,no,02_02/20190219_307.raw,20190219_307,20190204_PAL_filtrate_DDA.meth
line308,77448310,FALSE,666,2/23/2019 23:11,3/18/2019 11:26,3/18/2019 11:26,no,02_02/20190219_308.raw,20190219_308,20190204_PAL_filtrate_DIA.meth
line309,58253368,FALSE,666,2/23/2019 23:31,3/18/2019 11:26,3/18/2019 11:26,no,02_02/20190219_309.raw,20190219_309,20190204_PAL_filtrate_DDA.meth
line310,77719461,FALSE,666,2/23/2019 23:51,3/18/2019 11:26,3/18/2019 11:26,no,02_02/20190219_310.raw,20190219_310,20190204_PAL_filtrate_DIA.meth
line311,57928228,FALSE,666,2/24/2019 0:11,3/18/2019 11:26,3/18/2019 11:26,no,02_02/20190219_311.raw,20190219_311,20190204_PAL_filtrate_DDA.meth
line312,77733195,FALSE,666,2/24/2019 0:31,3/18/2019 11:26,3/18/2019 11:26,no,02_02/20190219_312.raw,20190219_312,20190204_PAL_filtrate_DIA.meth
line313,58212343,FALSE,666,2/24/2019 0:51,3/18/2019 11:26,3/18/2019 11:26,no,02_02/20190219_313.raw,20190219_313,20190204_PAL_filtrate_DDA.meth
line314,77931513,FALSE,666,2/24/2019 1:11,3/18/2019 11:26,3/18/2019 11:26,no,02_02/20190219_314.raw,20190219_314,20190204_PAL_filtrate_DIA.meth
line315,58101976,FALSE,666,2/24/2019 1:31,3/18/2019 11:26,3/18/2019 11:26,no,02_02/20190219_315.raw,20190219_315,20190204_PAL_filtrate_DDA.meth
line316,78242167,FALSE,666,2/24/2019 1:52,3/18/2019 11:26,3/18/2019 11:26,no,02_02/20190219_316.raw,20190219_316,20190204_PAL_filtrate_DIA.meth
line317,58417266,FALSE,666,2/24/2019 2:12,3/18/2019 11:26,3/18/2019 11:26,no,02_02/20190219_317.raw,20190219_317,20190204_PAL_filtrate_DDA.meth
line318,78398560,FALSE,666,2/24/2019 2:32,3/18/2019 11:26,3/18/2019 11:26,no,02_02/20190219_318.raw,20190219_318,20190204_PAL_filtrate_DIA.meth
line319,58016830,FALSE,666,2/24/2019 2:52,3/18/2019 11:26,3/18/2019 11:26,no,02_02/20190219_319.raw,20190219_319,20190204_PAL_filtrate_DDA.meth
line320,78667824,FALSE,666,2/24/2019 3:12,3/18/2019 11:26,3/18/2019 11:26,no,02_02/20190219_320.raw,20190219_320,20190204_PAL_filtrate_DIA.meth
line321,57704681,FALSE,666,2/24/2019 3:32,3/18/2019 11:26,3/18/2019 11:26,no,02_02/20190219_321.raw,20190219_321,20190204_PAL_filtrate_DDA.meth
line322,78388796,FALSE,666,2/24/2019 3:52,3/18/2019 11:26,3/18/2019 11:26,no,02_02/20190219_322.raw,20190219_322,20190204_PAL_filtrate_DIA.meth
line323,57479949,FALSE,666,2/24/2019 4:12,3/18/2019 11:26,3/18/2019 11:26,no,02_02/20190219_323.raw,20190219_323,20190204_PAL_filtrate_DDA.meth
line324,78059978,FALSE,666,2/24/2019 4:33,3/18/2019 11:26,3/18/2019 11:26,no,02_02/20190219_324.raw,20190219_324,20190204_PAL_filtrate_DIA.meth
line325,57343275,FALSE,666,2/24/2019 4:53,3/18/2019 11:26,3/18/2019 11:26,no,02_02/20190219_325.raw,20190219_325,20190204_PAL_filtrate_DDA.meth
line326,77527959,FALSE,666,2/24/2019 5:13,3/18/2019 11:26,3/18/2019 11:26,no,02_02/20190219_326.raw,20190219_326,20190204_PAL_filtrate_DIA.meth
line327,57305965,FALSE,666,2/24/2019 5:33,3/18/2019 11:26,3/18/2019 11:26,no,02_02/20190219_327.raw,20190219_327,20190204_PAL_filtrate_DDA.meth
line328,54597743,FALSE,666,2/24/2019 5:53,3/18/2019 11:26,3/18/2019 11:26,no,02_02/20190219_328.raw,20190219_328,20190204_PAL_blank_DDA.meth
line329,56595296,FALSE,666,2/24/2019 6:13,3/18/2019 11:26,3/18/2019 11:26,no,02_02/20190219_329.raw,20190219_329,20190204_PAL_filtrate_DDA.meth
line330,77309558,FALSE,666,2/24/2019 6:33,3/18/2019 11:26,3/18/2019 11:26,no,02_02/20190219_330.raw,20190219_330,20190204_PAL_filtrate_DIA.meth
line331,56581643,FALSE,666,2/24/2019 6:54,3/18/2019 11:26,3/18/2019 11:26,no,02_02/20190219_331.raw,20190219_331,20190204_PAL_filtrate_DDA.meth
line332,77044332,FALSE,666,2/24/2019 7:14,3/18/2019 11:26,3/18/2019 11:26,no,02_02/20190219_332.raw,20190219_332,20190204_PAL_filtrate_DIA.meth
line333,56445710,FALSE,666,2/24/2019 7:34,3/18/2019 11:26,3/18/2019 11:26,no,02_02/20190219_333.raw,20190219_333,20190204_PAL_filtrate_DDA.meth
line334,76624044,FALSE,666,2/24/2019 7:54,3/18/2019 11:26,3/18/2019 11:26,no,02_02/20190219_334.raw,20190219_334,20190204_PAL_filtrate_DIA.meth
line335,56555018,FALSE,666,2/24/2019 8:14,3/18/2019 11:26,3/18/2019 11:26,no,02_02/20190219_335.raw,20190219_335,20190204_PAL_filtrate_DDA.meth
line336,76573858,FALSE,666,2/24/2019 8:34,3/18/2019 11:26,3/18/2019 11:26,no,02_02/20190219_336.raw,20190219_336,20190204_PAL_filtrate_DIA.meth
line337,56787572,FALSE,666,2/24/2019 8:55,3/18/2019 11:26,3/18/2019 11:26,no,02_02/20190219_337.raw,20190219_337,20190204_PAL_filtrate_DDA.meth
line338,76681593,FALSE,666,2/24/2019 9:15,3/18/2019 11:26,3/18/2019 11:26,no,02_02/20190219_338.raw,20190219_338,20190204_PAL_filtrate_DIA.meth
line339,56452491,FALSE,666,2/24/2019 9:35,3/18/2019 11:26,3/18/2019 11:26,no,02_02/20190219_339.raw,20190219_339,20190204_PAL_filtrate_DDA.meth
line340,76453636,FALSE,666,2/24/2019 9:55,3/18/2019 11:26,3/18/2019 11:26,no,02_02/20190219_340.raw,20190219_340,20190204_PAL_filtrate_DIA.meth
line341,56800540,FALSE,666,2/24/2019 10:15,3/18/2019 11:26,3/18/2019 11:26,no,02_02/20190219_341.raw,20190219_341,20190204_PAL_filtrate_DDA.meth
line342,76615285,FALSE,666,2/24/2019 10:35,3/18/2019 11:27,3/18/2019 11:27,no,02_02/20190219_342.raw,20190219_342,20190204_PAL_filtrate_DIA.meth
line343,56990494,FALSE,666,2/24/2019 10:56,3/18/2019 11:27,3/18/2019 11:27,no,02_02/20190219_343.raw,20190219_343,20190204_PAL_filtrate_DDA.meth
line344,77029895,FALSE,666,2/24/2019 11:16,3/18/2019 11:27,3/18/2019 11:27,no,02_02/20190219_344.raw,20190219_344,20190204_PAL_filtrate_DIA.meth
line345,56658972,FALSE,666,2/24/2019 11:37,3/18/2019 11:27,3/18/2019 11:27,no,02_02/20190219_345.raw,20190219_345,20190204_PAL_filtrate_spike_DDA.meth
line346,76518747,FALSE,666,2/24/2019 11:57,3/18/2019 11:27,3/18/2019 11:27,no,02_02/20190219_346.raw,20190219_346,20190204_PAL_filtrate_DIA.meth
line347,56811029,FALSE,666,2/24/2019 12:17,3/18/2019 11:27,3/18/2019 11:27,no,02_02/20190219_347.raw,20190219_347,20190204_PAL_filtrate_DDA.meth
line348,76552527,FALSE,666,2/24/2019 12:37,3/18/2019 11:27,3/18/2019 11:27,no,02_02/20190219_348.raw,20190219_348,20190204_PAL_filtrate_DIA.meth
line349,56775333,FALSE,666,2/24/2019 12:57,3/18/2019 11:27,3/18/2019 11:27,no,02_02/20190219_349.raw,20190219_349,20190204_PAL_filtrate_DDA.meth
line350,76712347,FALSE,666,2/24/2019 13:17,3/18/2019 11:27,3/18/2019 11:27,no,02_02/20190219_350.raw,20190219_350,20190204_PAL_filtrate_DIA.meth
line351,56805128,FALSE,666,2/24/2019 13:37,3/18/2019 11:27,3/18/2019 11:27,no,02_02/20190219_351.raw,20190219_351,20190204_PAL_filtrate_DDA.meth
line352,75572641,FALSE,666,2/24/2019 13:57,3/18/2019 11:27,3/18/2019 11:27,no,02_02/20190219_352.raw,20190219_352,20190204_PAL_filtrate_DIA.meth
line353,56582098,FALSE,666,2/24/2019 14:18,3/18/2019 11:27,3/18/2019 11:27,no,02_02/20190219_353.raw,20190219_353,20190204_PAL_filtrate_DDA.meth
line354,76787891,FALSE,666,2/24/2019 14:38,3/18/2019 11:27,3/18/2019 11:27,no,02_02/20190219_354.raw,20190219_354,20190204_PAL_filtrate_DIA.meth
line355,56924569,FALSE,666,2/24/2019 14:58,3/18/2019 11:27,3/18/2019 11:27,no,02_02/20190219_355.raw,20190219_355,20190204_PAL_filtrate_DDA.meth
line356,75272048,FALSE,666,2/24/2019 15:18,3/18/2019 11:27,3/18/2019 11:27,no,02_02/20190219_356.raw,20190219_356,20190204_PAL_filtrate_DIA.meth
line357,56891221,FALSE,666,2/24/2019 15:38,3/18/2019 11:27,3/18/2019 11:27,no,02_02/20190219_357.raw,20190219_357,20190204_PAL_filtrate_DDA.meth
line358,75665621,FALSE,666,2/24/2019 15:58,3/18/2019 11:27,3/18/2019 11:27,no,02_02/20190219_358.raw,20190219_358,20190204_PAL_filtrate_DIA.meth
line359,56699756,FALSE,666,2/24/2019 16:18,3/18/2019 11:27,3/18/2019 11:27,no,02_02/20190219_359.raw,20190219_359,20190204_PAL_filtrate_DDA.meth
line360,75909639,FALSE,666,2/24/2019 16:38,3/18/2019 11:27,3/18/2019 11:27,no,02_02/20190219_360.raw,20190219_360,20190204_PAL_filtrate_DIA.meth
line361,57301853,FALSE,666,2/24/2019 16:59,3/18/2019 11:27,3/18/2019 11:27,no,02_02/20190219_361.raw,20190219_361,20190204_PAL_filtrate_DDA.meth
line362,76331730,FALSE,666,2/24/2019 17:19,3/18/2019 11:27,3/18/2019 11:27,no,02_02/20190219_362.raw,20190219_362,20190204_PAL_filtrate_DIA.meth
line363,56933023,FALSE,666,2/24/2019 17:39,3/18/2019 11:27,3/18/2019 11:27,no,02_02/20190219_363.raw,20190219_363,20190204_PAL_filtrate_DDA.meth
line364,76239713,FALSE,666,2/24/2019 17:59,3/18/2019 11:27,3/18/2019 11:27,no,02_02/20190219_364.raw,20190219_364,20190204_PAL_filtrate_DIA.meth
line365,56429287,FALSE,666,2/24/2019 18:19,3/18/2019 11:27,3/18/2019 11:27,no,02_02/20190219_365.raw,20190219_365,20190204_PAL_filtrate_DDA.meth
line366,75996988,FALSE,666,2/24/2019 18:39,3/18/2019 11:27,3/18/2019 11:27,no,02_02/20190219_366.raw,20190219_366,20190204_PAL_filtrate_DIA.meth
line367,57071765,FALSE,666,2/24/2019 18:59,3/18/2019 11:27,3/18/2019 11:27,no,02_02/20190219_367.raw,20190219_367,20190204_PAL_filtrate_DDA.meth
line368,76316761,FALSE,666,2/24/2019 19:19,3/18/2019 11:27,3/18/2019 11:27,no,02_02/20190219_368.raw,20190219_368,20190204_PAL_filtrate_DIA.meth
line369,56269870,FALSE,666,2/24/2019 19:39,3/18/2019 11:27,3/18/2019 11:27,no,02_02/20190219_369.raw,20190219_369,20190204_PAL_filtrate_DDA.meth
line370,75734240,FALSE,666,2/24/2019 20:00,3/18/2019 11:27,3/18/2019 11:27,no,02_02/20190219_370.raw,20190219_370,20190204_PAL_filtrate_DIA.meth
line371,56841264,FALSE,666,2/24/2019 20:20,3/18/2019 11:27,3/18/2019 11:27,no,02_02/20190219_371.raw,20190219_371,20190204_PAL_filtrate_DDA.meth
line372,76140376,FALSE,666,2/24/2019 20:40,3/18/2019 11:27,3/18/2019 11:27,no,02_02/20190219_372.raw,20190219_372,20190204_PAL_filtrate_DIA.meth
line373,57025794,FALSE,666,2/24/2019 21:00,3/18/2019 11:27,3/18/2019 11:27,no,02_02/20190219_373.raw,20190219_373,20190204_PAL_filtrate_DDA.meth
line374,76344210,FALSE,666,2/24/2019 21:20,3/18/2019 11:27,3/18/2019 11:27,no,02_02/20190219_374.raw,20190219_374,20190204_PAL_filtrate_DIA.meth
line375,56625430,FALSE,666,2/24/2019 21:40,3/18/2019 11:27,3/18/2019 11:27,no,02_02/20190219_375.raw,20190219_375,20190204_PAL_filtrate_DDA.meth
line376,76058279,FALSE,666,2/24/2019 22:00,3/18/2019 11:27,3/18/2019 11:27,no,02_02/20190219_376.raw,20190219_376,20190204_PAL_filtrate_DIA.meth
line377,56967788,FALSE,666,2/24/2019 22:20,3/18/2019 11:27,3/18/2019 11:27,no,02_02/20190219_377.raw,20190219_377,20190204_PAL_filtrate_DDA.meth
line378,76600562,FALSE,666,2/24/2019 22:41,3/18/2019 11:27,3/18/2019 11:27,no,02_02/20190219_378.raw,20190219_378,20190204_PAL_filtrate_DIA.meth
line379,57317997,FALSE,666,2/24/2019 23:01,3/18/2019 11:27,3/18/2019 11:27,no,02_02/20190219_379.raw,20190219_379,20190204_PAL_filtrate_DDA.meth
line380,77033252,FALSE,666,2/24/2019 23:21,3/18/2019 11:27,3/18/2019 11:27,no,02_02/20190219_380.raw,20190219_380,20190204_PAL_filtrate_DIA.meth
line381,57031154,FALSE,666,2/24/2019 23:41,3/18/2019 11:27,3/18/2019 11:27,no,02_02/20190219_381.raw,20190219_381,20190204_PAL_filtrate_DDA.meth
line382,75599916,FALSE,666,2/25/2019 0:01,3/18/2019 11:27,3/18/2019 11:27,no,02_02/20190219_382.raw,20190219_382,20190204_PAL_filtrate_DIA.meth
line383,55560440,FALSE,666,2/25/2019 0:21,3/18/2019 11:27,3/18/2019 11:27,no,02_02/20190219_383.raw,20190219_383,20190204_PAL_filtrate_DDA.meth
line384,74838001,FALSE,666,2/25/2019 0:41,3/18/2019 11:27,3/18/2019 11:27,no,02_02/20190219_384.raw,20190219_384,20190204_PAL_filtrate_DIA.meth
line385,55640671,FALSE,666,2/25/2019 1:01,3/18/2019 11:27,3/18/2019 11:27,no,02_02/20190219_385.raw,20190219_385,20190204_PAL_filtrate_DDA.meth
line386,74926388,FALSE,666,2/25/2019 1:22,3/18/2019 11:27,3/18/2019 11:27,no,02_02/20190219_386.raw,20190219_386,20190204_PAL_filtrate_DIA.meth
line387,54710749,FALSE,666,2/25/2019 1:42,3/18/2019 11:27,3/18/2019 11:27,no,02_02/20190219_387.raw,20190219_387,20190204_PAL_filtrate_DDA.meth
line388,74581972,FALSE,666,2/25/2019 2:02,3/18/2019 11:27,3/18/2019 11:27,no,02_02/20190219_388.raw,20190219_388,20190204_PAL_filtrate_DIA.meth
line389,55025016,FALSE,666,2/25/2019 2:22,3/18/2019 11:27,3/18/2019 11:27,no,02_02/20190219_389.raw,20190219_389,20190204_PAL_filtrate_DDA.meth
line390,74079585,FALSE,666,2/25/2019 2:42,3/18/2019 11:27,3/18/2019 11:27,no,02_02/20190219_390.raw,20190219_390,20190204_PAL_filtrate_DIA.meth
line391,54575237,FALSE,666,2/25/2019 3:02,3/18/2019 11:27,3/18/2019 11:27,no,02_02/20190219_391.raw,20190219_391,20190204_PAL_filtrate_DDA.meth
line392,73819503,FALSE,666,2/25/2019 3:22,3/18/2019 11:27,3/18/2019 11:27,no,02_02/20190219_392.raw,20190219_392,20190204_PAL_filtrate_DIA.meth
line393,54607192,FALSE,666,2/25/2019 3:42,3/18/2019 11:27,3/18/2019 11:27,no,02_02/20190219_393.raw,20190219_393,20190204_PAL_filtrate_DDA.meth
line394,73857538,FALSE,666,2/25/2019 4:03,3/18/2019 11:27,3/18/2019 11:27,no,02_02/20190219_394.raw,20190219_394,20190204_PAL_filtrate_DIA.meth
line395,54303459,FALSE,666,2/25/2019 4:23,3/18/2019 11:27,3/18/2019 11:27,no,02_02/20190219_395.raw,20190219_395,20190204_PAL_filtrate_DDA.meth
line396,74256509,FALSE,666,2/25/2019 4:43,3/18/2019 11:27,3/18/2019 11:27,no,02_02/20190219_396.raw,20190219_396,20190204_PAL_filtrate_DIA.meth
line397,54439713,FALSE,666,2/25/2019 5:03,3/18/2019 11:27,3/18/2019 11:27,no,02_02/20190219_397.raw,20190219_397,20190204_PAL_filtrate_DDA.meth
line398,73395908,FALSE,666,2/25/2019 5:23,3/18/2019 11:27,3/18/2019 11:27,no,02_02/20190219_398.raw,20190219_398,20190204_PAL_filtrate_DIA.meth
line399,54406482,FALSE,666,2/25/2019 5:43,3/18/2019 11:27,3/18/2019 11:27,no,02_02/20190219_399.raw,20190219_399,20190204_PAL_filtrate_DDA.meth
line400,73333950,FALSE,666,2/25/2019 6:03,3/18/2019 11:27,3/18/2019 11:27,no,02_02/20190219_400.raw,20190219_400,20190204_PAL_filtrate_DIA.meth
line401,54575800,FALSE,666,2/25/2019 6:23,3/18/2019 11:27,3/18/2019 11:27,no,02_02/20190219_401.raw,20190219_401,20190204_PAL_filtrate_DDA.meth
line402,55616859,FALSE,666,2/25/2019 6:43,3/18/2019 11:27,3/18/2019 11:27,no,02_02/20190219_402.raw,20190219_402,20190204_PAL_blank_DDA.meth
line403,54340516,FALSE,666,2/25/2019 7:04,3/18/2019 11:27,3/18/2019 11:27,no,02_02/20190219_403.raw,20190219_403,20190204_PAL_filtrate_DDA.meth
line404,75301867,FALSE,666,2/25/2019 7:24,3/18/2019 11:27,3/18/2019 11:27,no,02_02/20190219_404.raw,20190219_404,20190204_PAL_filtrate_DIA.meth
line405,56006465,FALSE,666,2/25/2019 7:44,3/18/2019 11:27,3/18/2019 11:27,no,02_02/20190219_405.raw,20190219_405,20190204_PAL_filtrate_DDA.meth
line406,75533745,FALSE,666,2/25/2019 8:04,3/18/2019 11:27,3/18/2019 11:27,no,02_02/20190219_406.raw,20190219_406,20190204_PAL_filtrate_DIA.meth
